AOCD1070,Alan,Arroyo,DEV
AOCD1071,Alan,Arroyo,DEV
AOCD1072,Alan,Arroyo,DEV
AOCD1073,Alan,Arroyo,DEV
AOCD1074,Alan,Arroyo,DEV
AOCD1075,Alan,Arroyo,DEV
AOCD1076,Alan,Arroyo,DEV
AOCD1077,Alan,Arroyo,DEV
AOCD1078,Alan,Arroyo,DEV
AOCD1079,Alan,Arroyo,DEV
AOCD1080,Alan,Arroyo,DEV
AOCD1081,Alan,Arroyo,DEV
AOCD1082,Alan,Arroyo,DEV
AOCD1083,Alan,Arroyo,DEV
AOCD1084,Alan,Arroyo,DEV
AOCD1085,Alan,Arroyo,DEV
AOCD1086,Alan,Arroyo,DEV
AOCD1087,Alan,Arroyo,DEV
AOCD1088,Alan,Arroyo,DEV
AOCD1089,Alan,Arroyo,DEV
AOCD1090,Alan,Arroyo,DEV
AOCD1091,Alan,Arroyo,DEV
AOCD1092,Alan,Arroyo,DEV
AOCD1093,Alan,Arroyo,DEV
AOCD1094,Alan,Arroyo,DEV
AOCD1095,Alan,Arroyo,DEV
AOCD1096,Alan,Arroyo,DEV
AOCD1097,Alan,Arroyo,DEV
AOCD1098,Alan,Arroyo,DEV
AOCD1099,Alan,Arroyo,DEV
AOCD1100,Alan,Arroyo,DEV
AOCD1101,Alan,Arroyo,DEV
AOCD1102,Alan,Arroyo,DEV
AOCD1103,Alan,Arroyo,DEV
AOCD1104,Alan,Arroyo,DEV
AOCD1105,Alan,Arroyo,DEV
AOCD1106,Alan,Arroyo,DEV
AOCD1107,Alan,Arroyo,DEV
AOCD1108,Alan,Arroyo,DEV
AOCD1109,Alan,Arroyo,DEV
AOCD1110,Alan,Arroyo,DEV
AOCD1111,Alan,Arroyo,DEV
AOCD1112,Alan,Arroyo,DEV
AOCD1113,Alan,Arroyo,DEV
AOCD1114,Alan,Arroyo,DEV
AOCD1115,Alan,Arroyo,DEV
AOCD1116,Alan,Arroyo,DEV
AOCD1117,Alan,Arroyo,DEV
AOCD1118,Alan,Arroyo,DEV
AOCD1119,Alan,Arroyo,DEV
AOCD1120,Alan,Arroyo,DEV
AOCD1121,Alan,Arroyo,DEV
AOCD1122,Alan,Arroyo,DEV
AOCD1123,Alan,Arroyo,DEV
AOCD1124,Alan,Arroyo,DEV
AOCD1125,Alan,Arroyo,DEV
AOCD1126,Alan,Arroyo,DEV
AOCD1127,Alan,Arroyo,DEV
AOCD1128,Alan,Arroyo,DEV
AOCD1129,Alan,Arroyo,DEV
AOCD1130,Alan,Arroyo,DEV
AOCD1131,Alan,Arroyo,DEV
AOCD1132,Alan,Arroyo,DEV
AOCD1133,Alan,Arroyo,DEV
AOCD1134,Alan,Arroyo,DEV
AOCD1135,Alan,Arroyo,DEV
AOCD1136,Alan,Arroyo,DEV
AOCD1137,Alan,Arroyo,DEV
AOCD1138,Alan,Arroyo,DEV
AOCD1139,Alan,Arroyo,DEV
AOCD1140,Alan,Arroyo,DEV
AOCD1141,Alan,Arroyo,DEV
AOCD1142,Alan,Arroyo,DEV
AOCD1143,Alan,Arroyo,DEV
AOCD1144,Alan,Arroyo,DEV
AOCD1145,Alan,Arroyo,DEV
AOCD1146,Alan,Arroyo,DEV
AOCD1147,Alan,Arroyo,DEV
AOCD1148,Alan,Arroyo,DEV
AOCD1149,Alan,Arroyo,DEV
AOCD1150,Alan,Arroyo,DEV
AOCD1151,Alan,Arroyo,DEV
AOCD1152,Alan,Arroyo,DEV
AOCD1153,Alan,Arroyo,DEV
AOCD1154,Alan,Arroyo,DEV
AOCD1155,Alan,Arroyo,DEV
AOCD1156,Alan,Arroyo,DEV
AOCD1157,Alan,Arroyo,DEV
AOCD1158,Alan,Arroyo,DEV
AOCD1159,Alan,Arroyo,DEV
AOCD1160,Alan,Arroyo,DEV
AOCD1161,Alan,Arroyo,DEV
AOCD1162,Alan,Arroyo,DEV
AOCD1163,Alan,Arroyo,DEV
AOCD1164,Alan,Arroyo,DEV
AOCD1165,Alan,Arroyo,DEV
AOCD1166,Alan,Arroyo,DEV
AOCD1167,Alan,Arroyo,DEV
AOCD1168,Alan,Arroyo,DEV
AOCD1169,Alan,Arroyo,DEV
AOCD1170,Alan,Arroyo,DEV
AOCD1171,Alan,Arroyo,DEV
AOCD1172,Alan,Arroyo,DEV
AOCD1173,Alan,Arroyo,DEV
AOCD1174,Alan,Arroyo,DEV
AOCD1175,Alan,Arroyo,DEV
AOCD1176,Alan,Arroyo,DEV
AOCD1177,Alan,Arroyo,DEV
AOCD1178,Alan,Arroyo,DEV
AOCD1179,Alan,Arroyo,DEV
AOCD1180,Alan,Arroyo,DEV
AOCD1181,Alan,Arroyo,DEV
AOCD1182,Alan,Arroyo,DEV
AOCD1183,Alan,Arroyo,DEV
AOCD1184,Alan,Arroyo,DEV
AOCD1185,Alan,Arroyo,DEV
AOCD1186,Alan,Arroyo,DEV
AOCD1187,Alan,Arroyo,DEV
AOCD1188,Alan,Arroyo,DEV
AOCD1189,Alan,Arroyo,DEV
AOCD1190,Alan,Arroyo,DEV
AOCD1191,Alan,Arroyo,DEV
AOCD1192,Alan,Arroyo,DEV
AOCD1193,Alan,Arroyo,DEV
AOCD1194,Alan,Arroyo,DEV
AOCD1195,Alan,Arroyo,DEV
AOCD1196,Alan,Arroyo,DEV
AOCD1197,Alan,Arroyo,DEV
AOCD1198,Alan,Arroyo,DEV
AOCD1199,Alan,Arroyo,DEV
AOCD1200,Alan,Arroyo,DEV
AOCD1201,Alan,Arroyo,DEV
AOCD1202,Alan,Arroyo,DEV
AOCD1203,Alan,Arroyo,DEV
AOCD1204,Alan,Arroyo,DEV
AOCD1205,Alan,Arroyo,DEV
AOCD1206,Alan,Arroyo,DEV
AOCD1207,Alan,Arroyo,DEV
AOCD1208,Alan,Arroyo,DEV
AOCD1209,Alan,Arroyo,DEV
AOCD1210,Alan,Arroyo,DEV
AOCD1211,Alan,Arroyo,DEV
AOCD1212,Alan,Arroyo,DEV
AOCD1213,Alan,Arroyo,DEV
AOCD1214,Alan,Arroyo,DEV
AOCD1215,Alan,Arroyo,DEV
AOCD1216,Alan,Arroyo,DEV
AOCD1217,Alan,Arroyo,DEV
AOCD1218,Alan,Arroyo,DEV
AOCD1219,Alan,Arroyo,DEV
AOCD1220,Alan,Arroyo,DEV
AOCD1221,Alan,Arroyo,DEV
AOCD1222,Alan,Arroyo,DEV
AOCD1223,Alan,Arroyo,DEV
AOCD1224,Alan,Arroyo,DEV
AOCD1225,Alan,Arroyo,DEV
AOCD1226,Alan,Arroyo,DEV
AOCD1227,Alan,Arroyo,DEV
AOCD1228,Alan,Arroyo,DEV
AOCD1229,Alan,Arroyo,DEV
AOCD1230,Alan,Arroyo,DEV
AOCD1231,Alan,Arroyo,DEV
AOCD1232,Alan,Arroyo,DEV
AOCD1233,Alan,Arroyo,DEV
AOCD1234,Alan,Arroyo,DEV
AOCD1235,Alan,Arroyo,DEV
AOCD1236,Alan,Arroyo,DEV
AOCD1237,Alan,Arroyo,DEV
AOCD1238,Alan,Arroyo,DEV
AOCD1239,Alan,Arroyo,DEV
AOCD1240,Alan,Arroyo,DEV
AOCD1241,Alan,Arroyo,DEV
AOCD1242,Alan,Arroyo,DEV
AOCD1243,Alan,Arroyo,DEV
